name,position,mlb_team,league_id,fantasy_team_id,fa_status
Zack Showalter,RP,STL,AA,,available
Chasen Shreve,RP,(N/A),AA,,available
Ryan Shreve,RP,TB,AA,,available
Garrett Shull,OF,(N/A),AA,,available
Seth Shuman,"SP,RP",WSH,AA,,available
Nicholas Shumpert,SS,(N/A),AA,,available
RJ Shunck,SP,MIA,AA,,available
Sammy Siani,OF,PIT,AA,,available
Evan Siary,SP,TEX,AA,,available
Jose Sibrian,C,(N/A),AA,,available
Cooper Sides,SP,(N/A),AA,,available
Armando Sierra,OF,(N/A),AA,,available
Diomede Sierra,SP,(N/A),AA,,available
Juan Sierra,OF,HOU,AA,,available
Magneuris Sierra,OF,(N/A),AA,,available
Phillip Sikes,OF,BOS,AA,,available
TJ Sikkema,"SP,RP",CIN,AA,,available
Easton Sikorski,SP,CIN,AA,,available
Renny Sillet,C,(N/A),AA,,available
Anthony Silva,SS,CLE,AA,,available
Brahian Silva,C,(N/A),AA,,available
Carlos Silva,C,MIN,AA,,available
Daniel Silva,1B,NYM,AA,,available
Eric Silva,SP,DET,AA,,available
Gabriel Silva,C,KC,AA,,available
Heribert Silva,OF,CLE,AA,,available
Manuel Silva,UT,(N/A),AA,,available
William Silva,SP,(N/A),AA,,available
Yeferson Silva,RP,(N/A),AA,,available
Anthony Silvas,"SP,RP",(N/A),AA,,available
Yoelvin Silven,SP,(N/A),AA,,available
Andres Silvera,SP,PIT,AA,,available
Franchely Silverio,3B,HOU,AA,,available
Freilyn Silverio,SP,CHC,AA,,available
Jesus Silverio,SP,ATH,AA,,available
Engel Silvestre,RP,COL,AA,,available
Kevin Sim,1B,(N/A),AA,,available
Yoryi Simarra,RP,(N/A),AA,,available
Karson Simas,3B,BOS,AA,,available
Kohl Simas,SP,CHW,AA,,available
Miguel Sime,SP,WSH,AA,,available
Victor Simeon,RP,TEX,AA,,available
Dylan Simmons,SP,CIN,AA,,available
Kendall Simmons,3B,(N/A),AA,,available
Kenyon Simmons,SS,BOS,AA,,available
Toby Simmons,OF,(N/A),AA,,available
Ben Simon,RP,NYM,AA,,available
Jhon Simon,3B,TEX,AA,,available
Johan Simon,RP,DET,AA,,available
Liam Simon,SP,SF,AA,,available
William Simoneit,C,(N/A),AA,,available
Anthony Simonelli,RP,KC,AA,,available
Colin Simpson,OF,(N/A),AA,,available
Jared Simpson,SP,WSH,AA,,available
Will Simpson,1B,TB,AA,,available
Hale Sims,RP,CHW,AA,,available
Landon Sims,RP,ARI,AA,,available
Savion Sims,SP,(N/A),AA,,available
Nick Sinacola,RP,SF,AA,,available
Jack Sinclair,RP,WSH,AA,,available
Jon Singleton,UT,HOU,AA,,available
Justin Sinibaldi,SP,CHW,AA,,available
Luke Sinnard,SP,ATL,AA,,available
Kyle Sinzza,2B,ARI,AA,,available
Jean Carlos Sio,"2B,SS",SF,AA,,available
Jose Siri,OF,NYM,AA,,available
Saul Siri,SP,CHC,AA,,available
Mike Sirota,OF,LAD,AA,,available
Givian Sirvania,OF,BOS,AA,,available
Chance Sisco,C,(N/A),AA,,available
Cameron Sisneros,1B,CHC,AA,,available
Carson Skipper,SP,COL,AA,,available
Noah Skirrow,SP,(N/A),AA,,available
Ryan Slater,SP,SF,AA,,available
Jake Slaughter,2B,(N/A),AA,,available
Johnny Slawinski,SP,LAA,AA,,available
Braeden Sloan,SP,BAL,AA,,available
Ethan Sloan,SP,DET,AA,,available
Ryan Sloan,SP,SEA,AA,,available
Ethan Small,RP,SF,AA,,available
Colby Smelley,C,(N/A),AA,,available
Jackson Smeltz,SP,SD,AA,,available
Devin Smeltzer,RP,(N/A),AA,,available
Milton Smith Jr.,OF,(N/A),AA,,available
Adam Smith,SP,BOS,AA,,available
Aidan Smith,OF,TB,AA,,available
Angelo Smith,RP,LAA,AA,,available
Aubrey Smith,SP,HOU,AA,,available
Austin Smith,RP,COL,AA,,available
Austin Smith,OF,TOR,AA,,available
Boston Smith,C,WSH,AA,,available
Brady Smith,SP,LAD,AA,,available
Brayden Smith,2B,BAL,AA,,available
Burch Smith,RP,(N/A),AA,,available
Cade Smith,SP,NYY,AA,,available
Caleb Smith,SP,(N/A),AA,,available
Carter Smith,SS,(N/A),AA,,available
Chad Smith,RP,(N/A),AA,,available
DAndre Smith,SS,NYM,AA,,available
Darien Smith,SP,SF,AA,,available
David Smith,2B,DET,AA,,available
Derrick Smith,RP,COL,AA,,available
Gavin Smith,SS,TOR,AA,,available
Grant Smith,SS,(N/A),AA,,available
Jake Smith,SP,LAA,AA,,available
James Peyton Smith,SP,(N/A),AA,,available
Josh Smith,"SP,RP",(N/A),AA,,available
JP Smith,1B,MIN,AA,,available
Julian Smith,"SP,RP",(N/A),AA,,available
Kevin Smith,"3B,SS",(N/A),AA,,available
Kolten Smith,"SP,RP",MIN,AA,,available
Kyle Smith,C,(N/A),AA,,available
Marcus Smith,OF,TEX,AA,,available
Myles Smith,OF,CIN,AA,,available
Noah Smith,SS,(N/A),AA,,available
Parker Smith,SP,HOU,AA,,available
Robinson Smith,SP,PIT,AA,,available
Russell Smith,RP,MIL,AA,,available
Ryan Smith,SP,HOU,AA,,available
Shurland Smith,SP,(N/A),AA,,available
Tanner Smith,SP,BAL,AA,,available
Travis Smith,SP,MIL,AA,,available
Tristan Smith,RP,CIN,AA,,available
Tyler Smith,2B,(N/A),AA,,available
Will Smith,RP,(N/A),AA,,available
Canaan Smith-Njigba,OF,(N/A),AA,,available
Campbell Smithwick,C,(N/A),AA,,available
Drew Smyly,"SP,RP",(N/A),AA,,available
Kirby Snead,RP,(N/A),AA,,available
Nate Snead,RP,LAA,AA,,available
Kade Snell,OF,CHC,AA,,available
Hayden Snelsire,"SP,RP",TB,AA,,available
D.J. Snelten,RP,(N/A),AA,,available
Collin Snider,RP,CHC,AA,,available
Jake Snider,OF,(N/A),AA,,available
Eric Snow,SS,TOR,AA,,available
Jack Snyder,RP,TB,AA,,available
Michael Snyder,3B,MIA,AA,,available
Trey Snyder,"2B,3B",NYM,AA,,available
Andrew Sojka,OF,STL,AA,,available
Justim Sojo,SS,(N/A),AA,,available
Jack Sokol,SP,NYY,AA,,available
Nick Solak,1B,PIT,AA,,available
Edwin Solano,SS,(N/A),AA,,available
Mendry Solano,RP,(N/A),AA,,available
Rocky Solano,OF,(N/A),AA,,available
Warel Solano,3B,TB,AA,,available
Yoffry Solano,SS,MIA,AA,,available
Santiago Solarte,SS,(N/A),AA,,available
AJ Soldra,OF,LAD,AA,,available
Yassel Soler,3B,ARI,AA,,available
Chase Solesky,SP,WSH,AA,,available
Jairo Solis,SP,(N/A),AA,,available
Anthony Solometo,SP,PIT,AA,,available
Jared Solomon,RP,(N/A),AA,,available
Peter Solomon,"SP,RP",(N/A),AA,,available
Tommy Sommer,SP,(N/A),AA,,available
Noah Song,RP,BOS,AA,,available
Kaleb Sophy,SP,CHW,AA,,available
Angel Soriano,SP,PIT,AA,,available
Yeycol Soriano,OF,CIN,AA,,available
Caden Sorrell,OF,(N/A),AA,,available
Alex Sosa,C,(N/A),AA,,available
Andres Sosa,C,(N/A),AA,,available
Andrews Sosa,C,HOU,AA,,available
Anthony Sosa,1B,(N/A),AA,,available
Gabriel Sosa,RP,SEA,AA,,available
Guillermo Sosa,2B,(N/A),AA,,available
Gustavo Sosa,C,(N/A),AA,,available
Ivan Sosa,SS,KC,AA,,available
Jeromy Sosa,RP,TB,AA,,available
Listher Sosa,SP,(N/A),AA,,available
Miguel Sosa,OF,(N/A),AA,,available
Raymond Sosa,RP,BAL,AA,,available
Thomas Sosa,OF,BAL,AA,,available
Yenfri Sosa,RP,KC,AA,,available
Ryuhei Sotani,SP,(N/A),AA,,available
Charlee Soto,SP,MIN,AA,,available
Dorian Soto,SS,BOS,AA,,available
Elian Soto,1B,WSH,AA,,available
Elliot Soto,"2B,SS",(N/A),AA,,available
Juarlin Soto,SS,TOR,AA,,available
Livan Soto,"2B,SS",BAL,AA,,available
Marco Soto,2B,PHI,AA,,available
Randy Soto,"C,1B",TOR,AA,,available
Ubaldo Soto,"SP,RP",LAA,AA,,available
Wally Soto,"C,1B",(N/A),AA,,available
Yordani Soto,SS,CHW,AA,,available
Alerick Soularie,SS,(N/A),AA,,available
Jared Southard,RP,LAA,AA,,available
Tate Southisene,SS,ATL,AA,,available
Ty Southisene,2B,CHC,AA,,available
Nolan Souza,2B,(N/A),AA,,available
Dylan Spacke,"SP,RP",BOS,AA,,available
Dylan Spain,RP,(N/A),AA,,available
Garrett Spain,OF,MIL,AA,,available
Tyler Spangler,SS,(N/A),AA,,available
Lamar Sparks,OF,(N/A),AA,,available
Nolan Sparks,SP,STL,AA,,available
Brayden Spears,SP,CHC,AA,,available
Alex Speas,SP,(N/A),AA,,available
Tommy Specht,OF,(N/A),AA,,available
Declan Speirs,C,(N/A),AA,,available
Liam Spence,SS,(N/A),AA,,available
Lucas Spence,OF,HOU,AA,,available
Connor Spencer,SP,CHC,AA,,available
Jared Spencer,SP,TOR,AA,,available
John Spikerman,OF,PHI,AA,,available
Ryan Spikes,"3B,OF",TB,AA,,available
Carter Spivey,SP,CLE,AA,,available
Harrison Spohn,SS,(N/A),AA,,available
Shea Sprague,"SP,RP",BOS,AA,,available
Jared Sprague-Lott,3B,ATH,AA,,available
Josh Springer,C,TEX,AA,,available
Jordan Sprinkle,"2B,3B,OF",CHW,AA,,available
Ryan Sprock,3B,MIN,AA,,available
Brett Squires,1B,KC,AA,,available
Austin St. Laurent,2B,SEA,AA,,available
Fitz Stadler,RP,(N/A),AA,,available
Ryan Stafford,C,BAL,AA,,available
Sammy Stafura,SS,PIT,AA,,available
Connor Staine,SP,COL,AA,,available
Garrett Stallings,"SP,RP",MIL,AA,,available
Dale Stanavich,RP,MIA,AA,,available
Chris Stanfield,OF,(N/A),AA,,available
Riley Stanford,SP,TB,AA,,available
Gage Stanifer,"SP,RP",TOR,AA,,available
John Stankiewicz,RP,MIN,AA,,available
Teddy Stankiewicz,"SP,RP",(N/A),AA,,available
Hunter Stanley,RP,CLE,AA,,available
Cal Stark,C,TEX,AA,,available
Gabe Starks,SP,CIN,AA,,available
Gant Starling,RP,(N/A),AA,,available
Nick Starr,RP,DET,AA,,available
Cody Stashak,RP,(N/A),AA,,available
Tyler Stasiowski,SP,MIN,AA,,available
Max Stassi,C,SF,AA,,available
Adam Stauffer,RP,(N/A),AA,,available
Josh Staumont,RP,CIN,AA,,available
Wade Stauss,C,(N/A),AA,,available
Isaac Stebens,SP,BOS,AA,,available
Jake Steels,OF,ATL,AA,,available
Jackson Steensma,SP,SEA,AA,,available
Michael Stefanic,2B,ATH,AA,,available
Murphy Stehly,3B,WSH,AA,,available
Conor Steinbaugh,SP,STL,AA,,available
Jacob Steinmetz,SP,ARI,AA,,available
Anthony Stephan,OF,CIN,AA,,available
Josh Stephan,SP,TEX,AA,,available
Trevor Stephan,RP,CLE,AA,,available
Khal Stephen,SP,CLE,AA,,available
Jackson Stephens,RP,(N/A),AA,,available
Landon Stephens,1B,(N/A),AA,,available
Seth Stephenson,OF,DET,AA,,available
Levi Sterling,SP,PIT,AA,,available
Chad Stevens,2B,COL,AA,,available
Felix Stevens,OF,(N/A),AA,,available
Jonathan Stevens,RP,MIN,AA,,available
Kevin Stevens,RP,NYY,AA,,available
Tristan Stevens,RP,MIA,AA,,available
Will Stevens,RP,(N/A),AA,,available
Andrew Stevenson,OF,(N/A),AA,,available
Cal Stevenson,OF,PHI,AA,,available
Jake Stevenson,RP,(N/A),AA,,available
Luke Stevenson,C,SEA,AA,,available
Owen Stevenson,SP,(N/A),AA,,available
Casey Steward,SP,PHI,AA,,available
DJ Stewart,OF,(N/A),AA,,available
Ethan Stewart,OF,(N/A),AA,,available
Joe Stewart,OF,LAA,AA,,available
Joshua Stewart,SP,(N/A),AA,,available
Will Stewart,"SP,RP",(N/A),AA,,available
Zack Stewart,OF,(N/A),AA,,available
Travis Sthele,SP,WSH,AA,,available
Matt Stil,RP,DET,AA,,available
Dillon Stiltner,SP,NYM,AA,,available
Graeme Stinson,"SP,RP",TB,AA,,available
Tristan Stivors,SP,(N/A),AA,,available
Robert Stock,RP,(N/A),AA,,available
Spencer Stockton,RP,(N/A),AA,,available
Luke Stofel,"SP,RP",DET,AA,,available
Cole Stokes,SP,(N/A),AA,,available
Adam Stone,SP,NYY,AA,,available
Alex Stone,C,TOR,AA,,available
Ethan Storm,SP,TB,AA,,available
Justin Storm,RP,MIA,AA,,available
Levi Stoudt,RP,(N/A),AA,,available
Hunter Stovall,"3B,SS",TB,AA,,available
Peyton Stovall,"1B,2B",CIN,AA,,available
Josh Stowers,OF,(N/A),AA,,available
Kellen Strahm,OF,TEX,AA,,available
Justin Stransky,C,CHC,AA,,available
Chris Stratton,RP,(N/A),AA,,available
Garrett Stratton,RP,NYM,AA,,available
Jacob Stretch,RP,BAL,AA,,available
Austin Strickland,SP,SF,AA,,available
Samuel Strickland,SP,ATL,AA,,available
Landon Stripling,1B,(N/A),AA,,available
Jayden Stroman,"SS,SP",(N/A),AA,,available
Jackson Strong,OF,DET,AA,,available
Royelny Strop,OF,STL,AA,,available
Sawyer Strosnider,OF,(N/A),AA,,available
Drew Strotman,RP,(N/A),AA,,available
Chase Strumpf,"2B,3B",CHC,AA,,available
Michael Stryffeler,SP,(N/A),AA,,available
Peter Strzelecki,RP,TB,AA,,available
Baron Stuart,RP,NYY,AA,,available
Tyler Stuart,SP,WSH,AA,,available
Sam Stuhr,"SP,RP",ATH,AA,,available
Ted Stuka,"SP,RP",(N/A),AA,,available
Eston Stull,RP,MIN,AA,,available
Peyton Stumbo,SP,PIT,AA,,available
Mitchell Stumpo,RP,(N/A),AA,,available
Cole Stupp,RP,(N/A),AA,,available
Brennan Stuprich,SP,NYY,AA,,available
Lan-Hong Su,SP,SD,AA,,available
Alexander Suarez,OF,SF,AA,,available
Andrew Suarez,RP,(N/A),AA,,available
Christian Suarez,SP,LAD,AA,,available
Jaider Suarez,SS,(N/A),AA,,available
Jhoangel Suarez,3B,(N/A),AA,,available
Joander Suarez,SP,NYM,AA,,available
Josdanner Suarez,"SP,RP",ARI,AA,,available
Jose Suarez,OF,STL,AA,,available
Orlando Suarez,SP,CHW,AA,,available
Ramon Suarez,RP,TOR,AA,,available
Ronny Suarez,OF,ARI,AA,,available
Santiago Suarez,SP,TB,AA,,available
Wilson Suarez,1B,TB,AA,,available
Ryan Sublette,RP,LAD,AA,,available
Christopher Suero,"C,OF",NYM,AA,,available
Estuar Suero,OF,PIT,AA,,available
Larry Suero,3B,COL,AA,,available
Wander Suero,RP,ATH,AA,,available
Adrian Sugastey,C,SF,AA,,available
Matt Suggs,C,WSH,AA,,available
Luis Suisbel,3B,SEA,AA,,available
Juan Sulbaran,C,TEX,AA,,available
Billy Sullivan,RP,(N/A),AA,,available
Brett Sullivan,C,PIT,AA,,available
Cameron Sullivan,SP,CLE,AA,,available
Joseph Sullivan,OF,HOU,AA,,available
Liam Sullivan,SP,WSH,AA,,available
Sean Sullivan,"SP,RP",PIT,AA,,available
Sean Sullivan,SP,COL,AA,,available
William Sullivan,1B,(N/A),AA,,available
Beau Sulser,"SP,RP",(N/A),AA,,available
Brendan Summerhill,OF,TB,AA,,available
Colin Summerhill,1B,LAA,AA,,available
Jared Sundstrom,OF,SEA,AA,,available
Joe Suozzi,OF,NYM,AA,,available
Trey Supak,SP,TEX,AA,,available
Jesus Superlano,3B,ATH,AA,,available
Anderson Suriel,OF,(N/A),AA,,available
Jose Suriel,SP,(N/A),AA,,available
Junior Suriel,OF,LAA,AA,,available
Ethan Surowiec,1B,(N/A),AA,,available
Jeicol Surumay,SP,MIN,AA,,available
Ezequiel Surun,SS,(N/A),AA,,available
Anthony Susac,RP,TEX,AA,,available
Daniel Susac,C,SF,AA,,available
Timothy Susnara,C,(N/A),AA,,available
Travis Swaggerty,OF,(N/A),AA,,available
Josh Swales,RP,(N/A),AA,,available
Eriq Swan,SP,WSH,AA,,available
John Swanda,SP,(N/A),AA,,available
Erik Swanson,RP,TOR,AA,,available
Nic Swanson,SP,HOU,AA,,available
Zach Swanson,SP,DET,AA,,available
Devin Sweet,RP,PHI,AA,,available
Drew Swift,SS,ATH,AA,,available
Carson Swilling,SP,SD,AA,,available
Nick Swiney,RP,(N/A),AA,,available
Tyler Switalski,SP,SF,AA,,available
Travis Sykora,SP,WSH,AA,,available
Noah Syndergaard,SP,(N/A),AA,,available
Thomas Szapucki,RP,(N/A),AA,,available
Charlie Szykowny,3B,SF,AA,,available
Logan Tabeling,"SP,RP",LAD,AA,,available
Matt Tabor,RP,(N/A),AA,,available
Luke Taggart,SP,COL,AA,,available
Joseph Tailor,2B,MIA,AA,,available
Kaima Taira,SP,(N/A),AA,,available
Eduardo Tait,C,MIN,AA,,available
Noah Takacs,SP,PIT,AA,,available
Hiroshi Takahashi,SP,(N/A),AA,,available
Hiroto Takahashi,SP,(N/A),AA,,available
Keiji Takahashi,SP,(N/A),AA,,available
Kona Takahashi,SP,(N/A),AA,,available
Thomas Takayoshi,C,ATH,AA,,available
Itsuki Takemoto,SP,ATH,AA,,available
Enmanuel Talavera,SP,(N/A),AA,,available
Roiber Talavera,RP,(N/A),AA,,available
LJ Talley,1B,(N/A),AA,,available
James Tallon,RP,PHI,AA,,available
Martin Tamara,"C,1B",DET,AA,,available
Miguel Tamares,SS,(N/A),AA,,available
Misael Tamarez,RP,SD,AA,,available
Kevin Tamburini,SS,SD,AA,,available
Haruya Tanaka,SP,(N/A),AA,,available
Anthony Tandron,SS,SF,AA,,available
Atsuki Taneichi,SP,(N/A),AA,,available
Alistair Tanner,SP,DET,AA,,available
Logan Tanner,C,CIN,AA,,available
German Tapia,OF,(N/A),AA,,available
Jesus Tapia,SP,PIT,AA,,available
Raimel Tapia,OF,(N/A),AA,,available
Sergio Tapia,C,DET,AA,,available
Graysen Tarlow,C,STL,AA,,available
Bryce Tassin,RP,(N/A),AA,,available
Dylan Tate,SP,LAD,AA,,available
Josh Tate,OF,PIT,AA,,available
Ivan Tatis,SS,LAA,AA,,available
Dillon Tatum,C,(N/A),AA,,available
Terrell Tatum,OF,CHW,AA,,available
Aiden Taurek,OF,SEA,AA,,available
James Taussig,OF,(N/A),AA,,available
Carlos Tavares,1B,WSH,AA,,available
Ambioris Tavarez,"2B,SS",ATL,AA,,available
Feldi Tavarez,C,WSH,AA,,available
Sammy Tavarez,RP,(N/A),AA,,available
Braylin Tavera,OF,BAL,AA,,available
Carlos Tavera,RP,BAL,AA,,available
Junior Tavera,SP,NYY,AA,,available
Bracewell Taveras,SS,STL,AA,,available
Carlos Taveras,OF,MIN,AA,,available
Diosmerky Taveras,RP,HOU,AA,,available
Emilio Taveras,1B,(N/A),AA,,available
Felix Taveras,OF,(N/A),AA,,available
Jhonly Taveras,SP,ATL,AA,,available
Jonathan Taveras,2B,(N/A),AA,,available
Leonardo Taveras,RP,STL,AA,,available
Romer Taveras,OF,CLE,AA,,available
Andrew Taylor,SP,HOU,AA,,available
Beau Taylor,C,SEA,AA,,available
Blake Taylor,RP,(N/A),AA,,available
Brayden Taylor,"2B,3B",TB,AA,,available
Carson Taylor,1B,PHI,AA,,available
Curtis Taylor,SP,STL,AA,,available
Devin Taylor,OF,ATH,AA,,available
Evan Taylor,SP,CHC,AA,,available
John Taylor,2B,TEX,AA,,available
Josh Taylor,RP,(N/A),AA,,available
Nelly Taylor,OF,BOS,AA,,available
Will Taylor,OF,PIT,AA,,available
Zane Taylor,SP,ATH,AA,,available
Kavares Tears,OF,SD,AA,,available
Dylan Tebrake,RP,NYM,AA,,available
Julio Teheran,SP,(N/A),AA,,available
Abrahan Tejada,SP,(N/A),AA,,available
Angel Tejada,2B,(N/A),AA,,available
Clevari Tejada,SP,PIT,AA,,available
DAngelo Tejada,SS,CHW,AA,,available
Henry Tejada,SP,BAL,AA,,available
Javier Santos Tejada,SP,(N/A),AA,,available
Joaquin Tejada,RP,PIT,AA,,available
Leury Tejada,"SP,RP",TEX,AA,,available
Oliver Tejada,OF,SF,AA,,available
Railin Tejada,OF,TOR,AA,,available
Ronald Tejada,RP,NYY,AA,,available
Dashyll Tejeda,OF,WSH,AA,,available
Enmanuel Tejeda,2B,NYY,AA,,available
Jefren Tejeda,RP,(N/A),AA,,available
Yoel Tejeda,SP,WSH,AA,,available
Shane Telfer,SP,(N/A),AA,,available
Nico Tellache,"SP,RP",SEA,AA,,available
Raider Tello,SS,PHI,AA,,available
Felix Tena,OF,COL,AA,,available
Robbie Tenerowicz,2B,(N/A),AA,,available
Mikey Tepper,SP,WSH,AA,,available
Ryusei Terachi,C,(N/A),AA,,available
Efren Teran,SS,BOS,AA,,available
Saul Teran,SP,PHI,AA,,available
Bub Terrell,OF,(N/A),AA,,available
DMarion Terrell,OF,(N/A),AA,,available
Enmanuel Terrero,OF,(N/A),AA,,available
Gabriel Terrero,SS,(N/A),AA,,available
Gabriel Terrero,2B,NYY,AA,,available
Marcos Terrero,C,NYM,AA,,available
Robert Terrero,SP,ARI,AA,,available
Ronald Terrero,SS,BAL,AA,,available
Andrew Tess,"C,1B",BAL,AA,,available
Jacob Teter,1B,(N/A),AA,,available
Jackson Tetreault,SP,(N/A),AA,,available
Yereny Teus,SP,TB,AA,,available
Francis Texido,"SP,RP",LAA,AA,,available
Tanner Thach,1B,COL,AA,,available
Matt Thaiss,C,TB,AA,,available
Juan Then,RP,(N/A),AA,,available
Rodney Theophile,SP,(N/A),AA,,available
Jhosman Theran,OF,LAD,AA,,available
Cardell Thibodeaux,OF,SD,AA,,available
Frank Thomas III,1B,(N/A),AA,,available
Andy Thomas,"C,1B",SD,AA,,available
Cody Thomas,OF,(N/A),AA,,available
Gray Thomas,SP,CHW,AA,,available
Jared Thomas,C,(N/A),AA,,available
Jared Thomas,OF,COL,AA,,available
Jhoan Thomas,RP,WSH,AA,,available
Johnathon Thomas,OF,WSH,AA,,available
Justin Thomas,OF,HOU,AA,,available
Tahnaj Thomas,SP,(N/A),AA,,available
Tyler Thomas,RP,(N/A),AA,,available
Jay Thomason,3B,MIN,AA,,available
Landon Thome,2B,(N/A),AA,,available
Bennett Thompson,C,CLE,AA,,available
Benny Thompson,RP,LAA,AA,,available
Brandt Thompson,SP,STL,AA,,available
Danny Thompson,RP,TOR,AA,,available
Darrell Thompson,RP,(N/A),AA,,available
Evan Thompson,OF,(N/A),AA,,available
J.D. Thompson,SP,MIL,AA,,available
Jake Thompson,3B,(N/A),AA,,available
Jordan Thompson,SS,LAD,AA,,available
Justice Thompson,OF,(N/A),AA,,available
Matthew Thompson,SP,(N/A),AA,,available
Paxton Thompson,RP,PHI,AA,,available
Riley Thompson,"SP,RP",(N/A),AA,,available
Trayce Thompson,OF,BOS,AA,,available
Tyree Thompson,RP,TEX,AA,,available
Zach Thompson,RP,ATL,AA,,available
Sam Thoresen,RP,CHC,AA,,available
Tyler Thornton,RP,CLE,AA,,available
Zach Thornton,SP,NYM,AA,,available
Grayson Thurman,RP,(N/A),AA,,available
Brock Tibbitts,C,TOR,AA,,available
James Tibbs,OF,LAD,AA,,available
Humberto Tiberi,C,LAA,AA,,available
Matt Tiberia,SP,SEA,AA,,available
Brian Tiburcio,SP,COL,AA,,available
Ty Tice,RP,(N/A),AA,,available
Josh Tiedemann,3B,NYY,AA,,available
Izack Tiger,SP,TEX,AA,,available
Junior Tilien,OF,DET,AA,,available
Jesus Tillero,SP,LAD,AA,,available
Cam Tilly,"SP,RP",NYM,AA,,available
Shay Timmer,SP,DET,AA,,available
Josh Timmerman,SP,MIL,AA,,available
Vin Timpanelli,RP,CIN,AA,,available
Johnny Tincher,C,CLE,AA,,available
Dameivi Tineo,SP,MIA,AA,,available
Riskiel Tineo,RP,MIA,AA,,available
Yeferson Tineo,SS,(N/A),AA,,available
Carson Tinney,C,(N/A),AA,,available
Jesus Tinoco,RP,(N/A),AA,,available
Matthew Tippie,RP,NYY,AA,,available
Carlos Tirado,1B,(N/A),AA,,available
Joe Tiroly,2B,(N/A),AA,,available
Riley Tirotta,1B,TOR,AA,,available
Griffin Tobias,SP,MIL,AA,,available
Jonathan Todd,RP,TOR,AA,,available
Reagan Todd,SP,(N/A),AA,,available
Shosei Togo,SP,(N/A),AA,,available
Heitor Tokar,RP,(N/A),AA,,available
Cole Tolbert,SP,BOS,AA,,available
Rodolfo Toledano,SP,TOR,AA,,available
Francisco Toledo,C,NYM,AA,,available
Jeral Toledo,2B,(N/A),AA,,available
Almen Tolentino,C,MIA,AA,,available
Milan Tolentino,"2B,3B,SS",CLE,AA,,available
Anders Tolhurst,RP,(N/A),AA,,available
Erik Tolman,"SP,RP",WSH,AA,,available
Tyler Tolve,C,ATL,AA,,available
Tucker Toman,3B,TOR,AA,,available
Juan Tomas,SS,CHC,AA,,available
Anthony Tomczak,RP,SEA,AA,,available
Shohei Tomioka,RP,ATH,AA,,available
Landon Tomkins,SP,PIT,AA,,available
Julian Tonghini,RP,WSH,AA,,available
Gavin Tonkel,OF,PHI,AA,,available
Sam Tookoian,RP,LAA,AA,,available
Marshall Toole,OF,TB,AA,,available
Luis Toribio,3B,(N/A),AA,,available
Noe Toribio,SP,(N/A),AA,,available
Cristofer Torin,"2B,SS",ARI,AA,,available
Diego Tornes,OF,ATL,AA,,available
Abraham Toro,1B,BOS,AA,,available
Eduardo Torrealba,SS,(N/A),AA,,available
Jonfreider Torrealba,RP,MIA,AA,,available
Osmar Torrealba,OF,CLE,AA,,available
Adrian Torres,SP,LAD,AA,,available
Alejandro Torres,SP,HOU,AA,,available
Andres Torres,"C,1B",TB,AA,,available
Bryan Torres,"C,2B,OF",STL,AA,,available
Carlos Torres,RP,COL,AA,,available
Carlos Torres,C,TEX,AA,,available
Emile Torres,OF,TB,AA,,available
Enry Torres,C,CIN,AA,,available
Eric Torres,RP,(N/A),AA,,available
Erick Torres,OF,KC,AA,,available
Ervin Torres,RP,COL,AA,,available
Jason Torres,3B,(N/A),AA,,available
Javi Torres,SP,CLE,AA,,available
Jose Torres,SS,COL,AA,,available
Jose Gabriel Torres,SP,SEA,AA,,available
Juan Torres,2B,NYY,AA,,available
Lenny Torres,RP,CIN,AA,,available
Luis Torres,1B,LAA,AA,,available
Luis Torres,RP,TOR,AA,,available
Marcos Torres,OF,TEX,AA,,available
Michael Torres,OF,(N/A),AA,,available
Rafhlmil Torres,SS,CIN,AA,,available
Stharlin Torres,SP,CIN,AA,,available
Victor Torres,C,MIL,AA,,available
Wande Torres,SP,MIL,AA,,available
Wuinder Torres,C,CLE,AA,,available
Cristhian Tortosa,RP,PHI,AA,,available
Miguel Toscano,SP,TB,AA,,available
Frankie Tostado,OF,(N/A),AA,,available
Touki Toussaint,RP,(N/A),AA,,available
Osvaldo Tovalin,3B,(N/A),AA,,available
Anderson Tovar,OF,COL,AA,,available
Deward Tovar,OF,TEX,AA,,available
Eduardo Tovar,RP,(N/A),AA,,available
Erich Tovar,SP,CLE,AA,,available
Geremy Tovar,RP,KC,AA,,available
Jhemiangel Tovar,RP,(N/A),AA,,available
Jose Tovar,C,TB,AA,,available
Luis Tovar,3B,LAD,AA,,available
Pedro Tovar,OF,MIL,AA,,available
Yimy Tovar,SS,SD,AA,,available
River Town,OF,(N/A),AA,,available
Blake Townsend,"SP,RP",PIT,AA,,available
Nick Trabacchi,SP,MIN,AA,,available
Nolan Traeger,C,(N/A),AA,,available
Michael Trausch,SP,TEX,AA,,available
Michael Trautwein,C,CIN,AA,,available
Jesus Travieso,SP,PIT,AA,,available
Hayden Travinski,1B,HOU,AA,,available
Alonzo Tredwell,"SP,RP",HOU,AA,,available
Danny Trehey,SP,HOU,AA,,available
Alan Trejo,SS,TEX,AA,,available
Caeden Trenkle,OF,(N/A),AA,,available
Josh Trentadue,SP,TEX,AA,,available
