name,position,mlb_team,league_id,fantasy_team_id,fa_status
Richard Paz,C,(N/A),AA,,available
Francisco Pazos,SP,SEA,AA,,available
Matt Peacock,RP,TOR,AA,,available
Jacob Pearson,OF,(N/A),AA,,available
Josh Pearson,OF,(N/A),AA,,available
Shaddon Peavyhouse,RP,SEA,AA,,available
John Peck,"3B,SS",DET,AA,,available
Cannon Peebles,C,CLE,AA,,available
Zach Peek,RP,MIL,AA,,available
Ty Peeples,OF,(N/A),AA,,available
Tai Peete,OF,SEA,AA,,available
Antony Peguero,OF,(N/A),AA,,available
Esmerlin Peguero,SP,(N/A),AA,,available
Fernando Peguero,2B,BAL,AA,,available
Francis Peguero,RP,(N/A),AA,,available
Jeremy Peguero,RP,(N/A),AA,,available
Jhoan Peguero,OF,BOS,AA,,available
Jonathan Peguero,C,TOR,AA,,available
Juanfel Peguero,SS,TB,AA,,available
Odalys Peguero,SS,TB,AA,,available
Rafy Peguero,OF,LAD,AA,,available
Carlos Pelegrin,OF,DET,AA,,available
Luis Pelegrin,2B,(N/A),AA,,available
CD Pelham,RP,ATH,AA,,available
Mason Pelio,SP,CIN,AA,,available
Connor Pellerin,RP,NYY,AA,,available
Colin Peluse,RP,ATH,AA,,available
Jose Pena Jr.,RP,PHI,AA,,available
Adrian Pena,SP,MIA,AA,,available
Alain Pena,SP,HOU,AA,,available
Ayendy Pena,RP,CIN,AA,,available
Carlos Pena,"SP,RP",DET,AA,,available
Dameury Pena,2B,MIN,AA,,available
Daniel Pena,C,MIN,AA,,available
David Pena,SP,SEA,AA,,available
Elian Pena,SS,NYM,AA,,available
Eliezer Pena,SP,COL,AA,,available
Emmanuel Pena,SP,BAL,AA,,available
Erick Pena,OF,(N/A),AA,,available
Ezequiel Pena,2B,CHC,AA,,available
Fernando Pena,1B,SF,AA,,available
Francis Pena,RP,SD,AA,,available
Isaac Pena,3B,(N/A),AA,,available
Jefferson Pena,OF,ARI,AA,,available
Joan Pena,SP,MIL,AA,,available
Joandrew Pena,SS,MIL,AA,,available
Jose Pena,OF,(N/A),AA,,available
Jose Pena,SS,BAL,AA,,available
Luis Pena,"2B,SS",MIL,AA,,available
Malvin Pena,SP,(N/A),AA,,available
Manuel Pena,1B,ARI,AA,,available
Ricardo Pena,C,MIN,AA,,available
Ronald Pena,"OF,SP,RP",(N/A),AA,,available
Sebastian Pena,OF,SD,AA,,available
Viandel Pena,2B,WSH,AA,,available
Victor Pena,RP,KC,AA,,available
Yahir Pena,C,BOS,AA,,available
Yordalin Pena,OF,STL,AA,,available
Dalton Pence,"SP,RP",TEX,AA,,available
Striker Pence,3B,(N/A),AA,,available
Caleb Pendleton,1B,LAA,AA,,available
Dayne Pengelly,SP,TOR,AA,,available
Ty Penner,1B,(N/A),AA,,available
Jack Penney,"2B,SS",DET,AA,,available
Garrett Pennington,1B,DET,AA,,available
Walter Pennington,RP,BAL,AA,,available
Zach Penrod,"SP,RP",LAD,AA,,available
Blake Penso,C,COL,AA,,available
Gabel Pentecost,SP,HOU,AA,,available
Ben Peoples,RP,CHW,AA,,available
Nick Peoples,OF,WSH,AA,,available
Jake Peppers,RP,CHW,AA,,available
Dominic Perachi,SP,PIT,AA,,available
Angel Peralta,SP,HOU,AA,,available
Christopher Peralta,SP,MIL,AA,,available
David Peralta,OF,(N/A),AA,,available
Dexters Peralta,SS,NYY,AA,,available
Fabio Peralta,1B,(N/A),AA,,available
Pedro Peralta,SP,PHI,AA,,available
Ramon Peralta,SS,(N/A),AA,,available
Sammy Peralta,RP,MIL,AA,,available
Wily Peralta,RP,(N/A),AA,,available
Jose Peraza,2B,(N/A),AA,,available
Cole Percival,RP,MIN,AA,,available
Alan Perdomo,RP,COL,AA,,available
Angel Perdomo,RP,LAA,AA,,available
Cesar Perdomo,SP,SF,AA,,available
Jhonny Perdomo,2B,(N/A),AA,,available
Jose Perdomo,SS,ATL,AA,,available
Alejandro Pereira,C,ATH,AA,,available
Sandro Pereira,2B,HOU,AA,,available
Wilfredo Pereira,SP,(N/A),AA,,available
Yordis Perera,3B,(N/A),AA,,available
Robert Perez Jr.,OF,(N/A),AA,,available
Adonys Perez,"SP,RP",ARI,AA,,available
Adrian Perez,2B,(N/A),AA,,available
Alfonso Perez,RP,SF,AA,,available
Andy Perez,SS,COL,AA,,available
Angel Perez,1B,PIT,AA,,available
Angel Perez,RP,CLE,AA,,available
Anthony Perez,SP,(N/A),AA,,available
Axel Perez,SP,(N/A),AA,,available
Brayan Perez,RP,(N/A),AA,,available
Bryan Perez,SP,COL,AA,,available
Carlos Perez,C,HOU,AA,,available
Carlos Perez,"C,1B",(N/A),AA,,available
Carlos Perez,C,(N/A),AA,,available
Cionel Perez,RP,BAL,AA,,available
Cristian Perez,OF,DET,AA,,available
Daniel Perez,1B,TOR,AA,,available
Darling Perez,SP,NYM,AA,,available
Dayro Perez,SS,NYY,AA,,available
Doilin Perez,SP,(N/A),AA,,available
Doimil Perez,SP,(N/A),AA,,available
Edelvis Perez,SP,CLE,AA,,available
Edgleen Perez,C,PIT,AA,,available
Eduardo Perez,UT,HOU,AA,,available
Elias Perez,OF,SEA,AA,,available
Enyervert Perez,"1B,3B",ARI,AA,,available
Erigaldi Perez,SP,CLE,AA,,available
Fernando Perez,SP,TOR,AA,,available
Francisco Perez,RP,(N/A),AA,,available
Francisco Perez,C,TEX,AA,,available
Hector Perez,"SP,RP",(N/A),AA,,available
Hedbert Perez,OF,MIL,AA,,available
Hernan Perez,"2B,3B",(N/A),AA,,available
Javier Perez,"SP,RP",HOU,AA,,available
Jean Perez,2B,COL,AA,,available
Jeral Perez,"2B,SS",CHW,AA,,available
Joe Perez,RP,(N/A),AA,,available
Jose Perez,"3B,OF",TB,AA,,available
Josh Perez,SP,CLE,AA,,available
Joyner Perez,OF,MIN,AA,,available
Juan Perez,C,SF,AA,,available
Kener Perez,SP,(N/A),AA,,available
Kenyi Perez,RP,CHC,AA,,available
Luis Perez,OF,(N/A),AA,,available
Manuel Perez,SP,ATH,AA,,available
Marcelo Perez,SP,SEA,AA,,available
Marlon Perez,RP,(N/A),AA,,available
Michael Perez,C,(N/A),AA,,available
Michael Perez,RP,MIA,AA,,available
Miguel Perez,OF,(N/A),AA,,available
Miguel Perez,OF,(N/A),AA,,available
Milkar Perez,1B,SEA,AA,,available
Nico Perez,2B,LAD,AA,,available
Onil Perez,C,SF,AA,,available
Railin Perez,RP,HOU,AA,,available
Reylin Perez,2B,HOU,AA,,available
Rickardo Perez,1B,(N/A),AA,,available
Robert Perez,OF,MIA,AA,,available
Roberto Perez,C,(N/A),AA,,available
Roberto Perez,RP,SEA,AA,,available
Samuel Perez,RP,MIN,AA,,available
Sebastian Perez,SP,TB,AA,,available
Steven Perez,RP,CLE,AA,,available
Wilmer Perez,C,(N/A),AA,,available
Yeison Perez,OF,(N/A),AA,,available
Yeri Perez,RP,KC,AA,,available
Rafe Perich,3B,TEX,AA,,available
Carlton Perkins,RP,CHW,AA,,available
Yonathan Perlaza,OF,SD,AA,,available
Jose Peroza,3B,(N/A),AA,,available
Vincent Perozo,"C,1B",NYM,AA,,available
Aaron Perry,"SP,RP",(N/A),AA,,available
Darius Perry,C,(N/A),AA,,available
Kamdyn Perry,SP,TEX,AA,,available
Nolan Perry,SP,TOR,AA,,available
Tanner Perry,SP,MIL,AA,,available
Fabian Pertuz,SS,(N/A),AA,,available
Cole Peschl,SP,MIN,AA,,available
Leonardo Pestana,RP,NYY,AA,,available
Drew Pestka,RP,CIN,AA,,available
Andrew Peters,"SP,RP",(N/A),AA,,available
Connery Peters,SP,(N/A),AA,,available
DJ Peters,OF,(N/A),AA,,available
Mason Peters,RP,SEA,AA,,available
Mathew Peters,RP,CHC,AA,,available
Trey Peters,"SP,RP",PIT,AA,,available
Sam Petersen,OF,WSH,AA,,available
Austin Peterson,SP,CLE,AA,,available
Beau Peterson,3B,(N/A),AA,,available
Ben Peterson,RP,SF,AA,,available
Dustin Peterson,OF,(N/A),AA,,available
Kai Peterson,RP,TOR,AA,,available
Liam Peterson,SP,(N/A),AA,,available
Nate Peterson,"SP,RP",MIL,AA,,available
Todd Peterson,RP,(N/A),AA,,available
RJ Petit,RP,COL,AA,,available
Robbie Peto,SP,(N/A),AA,,available
Jorger Petri,RP,DET,AA,,available
Ian Petrutz,OF,STL,AA,,available
Ethan Petry,OF,WSH,AA,,available
Ben Petschke,RP,HOU,AA,,available
Zion Pettigrew,3B,(N/A),AA,,available
Tyler Pettorini,"2B,3B",PHI,AA,,available
Zach Pettway,SP,(N/A),AA,,available
Zane Petty,SP,CLE,AA,,available
Jake Pfennigs,RP,(N/A),AA,,available
Cam Pferrer,RP,SF,AA,,available
Alex Pham,"SP,RP",BAL,AA,,available
Roman Phansalkar,RP,LAA,AA,,available
Robert Phelps,SS,PHI,AA,,available
Tre Phelps,OF,(N/A),AA,,available
Beau Philip,SS,(N/A),AA,,available
Brett Phillips,OF,(N/A),AA,,available
Cole Phillips,SP,SEA,AA,,available
Dylan Phillips,RP,LAA,AA,,available
Marcus Phillips,SP,BOS,AA,,available
Trace Phillips,SP,TB,AA,,available
Alex Philpott,RP,(N/A),AA,,available
Jackson Phipps,SP,ATH,AA,,available
Tim Piasentin,3B,TOR,AA,,available
Coleman Picard,RP,KC,AA,,available
Bladimir Pichardo,RP,PIT,AA,,available
Jank Pichardo,RP,HOU,AA,,available
Kervin Pichardo,"3B,SS",PIT,AA,,available
Starlyn Pichardo,RP,CHC,AA,,available
Cannon Pickell,RP,MIA,AA,,available
Ryan Picollo,OF,SEA,AA,,available
Domenic Picone,"SP,RP",STL,AA,,available
Carson Pierce,"SP,RP",TOR,AA,,available
Daniel Pierce,SS,TB,AA,,available
Angel Pierre,3B,(N/A),AA,,available
Louis Pierre,OF,(N/A),AA,,available
Mauricio Pierre,OF,(N/A),AA,,available
Mason Pike,SS,(N/A),AA,,available
Anderson Pilar,RP,ATL,AA,,available
Dominic Pilolli,OF,(N/A),AA,,available
Jeremy Pilon,SP,TB,AA,,available
Antonio Pimentel,OF,PIT,AA,,available
Brandon Pimentel,1B,WSH,AA,,available
Luis Pimentel,RP,CIN,AA,,available
Rudit Pina,SP,ATL,AA,,available
Darlin Pinales,RP,ARI,AA,,available
Enmanuel Pinales,SP,SD,AA,,available
Yostin Pinales,SP,ATL,AA,,available
Fidel Pinango,3B,NYM,AA,,available
Andrew Pinckney,OF,WSH,AA,,available
Rashawn Pinder,OF,TEX,AA,,available
Alen Pineda,C,ATL,AA,,available
Esmith Pineda,OF,CIN,AA,,available
Euri Pineda,RP,(N/A),AA,,available
Israel Pineda,C,(N/A),AA,,available
Jack Pineda,SS,KC,AA,,available
Leandro Pineda,OF,PHI,AA,,available
Leonardo Pineda,OF,TB,AA,,available
Luis Pineda,C,CHW,AA,,available
Pedro Pineda,OF,ATH,AA,,available
Queni Pineda,C,NYY,AA,,available
Aaron Pinero,3B,TB,AA,,available
Yander Pinero,RP,ATL,AA,,available
Luis Pino,OF,STL,AA,,available
Yassel Pino,1B,CIN,AA,,available
Riley Pint,SP,CLE,AA,,available
Andrew Pintar,OF,MIA,AA,,available
Adrian Pinto,2B,TOR,AA,,available
Avinson Pinto,SS,BOS,AA,,available
Jean Pinto,SP,HOU,AA,,available
Jesus Pinto,OF,DET,AA,,available
Jose Pinto,SP,(N/A),AA,,available
Juan Pinto,SP,SEA,AA,,available
Nick Pinto,SP,CHW,AA,,available
Rene Pinto,C,TOR,AA,,available
Ricardo Pinto,RP,(N/A),AA,,available
Santiago Pinto,OF,DET,AA,,available
Konner Piotto,C,(N/A),AA,,available
Kenny Piper,C,TB,AA,,available
Dominic Pipkin,SP,(N/A),AA,,available
Jose Pirela,OF,CLE,AA,,available
Yorvi Pirela,"SP,RP",ATL,AA,,available
Jhonny Piron,OF,TB,AA,,available
Dominic Pitelli,SS,CIN,AA,,available
Emilien Pitre,"2B,SS",TB,AA,,available
Jose Pitre,OF,ARI,AA,,available
C.J. Pittaro,SS,ATH,AA,,available
Eli Pitts,OF,CIN,AA,,available
Tyler Pitzer,SP,(N/A),AA,,available
Blake Pivaroff,RP,(N/A),AA,,available
Adrian Placencia,2B,LAA,AA,,available
Geovanny Planchart,C,PIT,AA,,available
Alexfri Planez,OF,(N/A),AA,,available
Michael Plassmeyer,"SP,RP",TOR,AA,,available
Axiel Plaz,C,PIT,AA,,available
Zach Plesac,SP,STL,AA,,available
Peyton Plumlee,RP,(N/A),AA,,available
Adam Plutko,SP,CIN,AA,,available
Chase Plymell,RP,CHW,AA,,available
Nick Podkul,3B,(N/A),AA,,available
Andrew Pogue,RP,DET,AA,,available
Marcos Pol,SP,(N/A),AA,,available
Jake Polancic,RP,MIL,AA,,available
Albert Polanco,SP,MIA,AA,,available
Andy Polanco,OF,SF,AA,,available
Brandison Polanco,RP,(N/A),AA,,available
Brayan Polanco,RP,(N/A),AA,,available
Bryan Polanco,SP,WSH,AA,,available
Cristopher Polanco,SS,TOR,AA,,available
Dariel Polanco,SP,SD,AA,,available
Julio Polanco,SP,PHI,AA,,available
Moises Polanco,2B,(N/A),AA,,available
Narciso Polanco,2B,TB,AA,,available
Natanael Polanco,RP,MIA,AA,,available
Ronny Polanco,3B,(N/A),AA,,available
Shalin Polanco,OF,PIT,AA,,available
Jared Poland,SP,(N/A),AA,,available
Kaden Polcovich,OF,(N/A),AA,,available
Andrew Politi,RP,(N/A),AA,,available
Chandler Pollard,2B,TEX,AA,,available
Triston Polley,RP,(N/A),AA,,available
Davis Polo,SP,ATL,AA,,available
Jairo Pomares,OF,(N/A),AA,,available
TJ Pompey,SS,(N/A),AA,,available
Eduardo Ponce,C,SEA,AA,,available
Isaac Ponce,C,SD,AA,,available
Blaze Pontes,RP,ATH,AA,,available
Thomas Ponticelli,"SP,RP",(N/A),AA,,available
Trey Pooser,SP,TB,AA,,available
Zach Pop,RP,CHC,AA,,available
Bryan Pope,SP,STL,AA,,available
Broedy Poppell,"C,OF",SF,AA,,available
Sean Poppen,RP,(N/A),AA,,available
Robby Porco,RP,LAD,AA,,available
Danny Portel,RP,NYM,AA,,available
Brock Porter,RP,TEX,AA,,available
Logan Porter,C,SF,AA,,available
Edgar Portes,RP,BAL,AA,,available
Ovis Portes,"SP,RP",CIN,AA,,available
Yeferson Portolatin,SS,STL,AA,,available
Leuris Portorreal,SP,WSH,AA,,available
Roilan Portuondo,RP,PIT,AA,,available
Owen Pote,SP,CIN,AA,,available
Cody Poteet,RP,BAL,AA,,available
Logan Poteet,C,CHC,AA,,available
Matt Potok,RP,PHI,AA,,available
Nick Potter,SP,HOU,AA,,available
Nikau Pouaka-Grego,2B,PHI,AA,,available
Caden Powell,"3B,SS",HOU,AA,,available
Holden Powell,RP,WSH,AA,,available
Peyton Powell,3B,TOR,AA,,available
Walker Powell,SP,CHC,AA,,available
Miguel Pozo,SP,NYY,AA,,available
Abis Prado,SP,BOS,AA,,available
Arnold Prado,OF,CHW,AA,,available
Elio Prado,OF,PHI,AA,,available
Eric Prado,SP,MIL,AA,,available
Santiago Prado,3B,PHI,AA,,available
Ryan Prager,SP,CLE,AA,,available
Anthony Prato,"2B,OF",PIT,AA,,available
Yoniel Prats,RP,(N/A),AA,,available
Cooper Pratt,SS,MIL,AA,,available
Karniel Pratt,OF,HOU,AA,,available
Nick Pratto,1B,KC,AA,,available
Sam Praytor,C,MIA,AA,,available
Reginald Preciado,3B,CHC,AA,,available
Christian Pregent,C,(N/A),AA,,available
Jesus Premoli,3B,(N/A),AA,,available
Sandy Presbot,SS,MIA,AA,,available
Peyton Prescott,SP,NYM,AA,,available
Yimi Presinal,SP,KC,AA,,available
Collin Price,"C,1B",HOU,AA,,available
Dawson Price,SP,DET,AA,,available
Patrick Pridgen,RP,(N/A),AA,,available
Micah Pries,1B,(N/A),AA,,available
Franklin Primera,C,BOS,AA,,available
Connor Prins,SP,(N/A),AA,,available
William Privette,SP,TEX,AA,,available
Jurdrick Profar,SS,CHW,AA,,available
Owen Proksch,SP,TEX,AA,,available
Michael Prosecky,SP,COL,AA,,available
Austin Pruitt,RP,(N/A),AA,,available
Jacob Pruitt,RP,PHI,AA,,available
Robert Puason,RP,ATH,AA,,available
A.J. Puckett,SP,CHC,AA,,available
Brady Puckett,"SP,RP",(N/A),AA,,available
Israel Puello,SP,(N/A),AA,,available
Luis Puello,OF,NYY,AA,,available
Robert Puente,RP,(N/A),AA,,available
Jorge Puerta,C,(N/A),AA,,available
Oscar Pujols,RP,COL,AA,,available
Owen Puk,SP,WSH,AA,,available
Sebastian Pulido,RP,MIN,AA,,available
Andrew Purdy,3B,(N/A),AA,,available
Jarren Purify,SS,(N/A),AA,,available
Blake Purnell,RP,(N/A),AA,,available
Matt Pushard,RP,STL,AA,,available
Nick Putnam,RP,LAD,AA,,available
Josh Pyne,3B,(N/A),AA,,available
Zack Qin,SP,SD,AA,,available
Jordan Qsar,OF,(N/A),AA,,available
Juniel Querecuto,3B,(N/A),AA,,available
Luis Quesada,OF,HOU,AA,,available
Dylan Questad,"SP,RP",MIN,AA,,available
Andrew Quezada,"SP,RP",COL,AA,,available
Joshua Quezada,SP,MIL,AA,,available
Junior Quezada,OF,(N/A),AA,,available
Yunior Quezada,SS,LAD,AA,,available
Riley Quick,SP,MIN,AA,,available
Stephen Quigley,SP,CIN,AA,,available
Jose Quijada,RP,LAA,AA,,available
Braden Quinn,SP,(N/A),AA,,available
JT Quinn,"SP,RP",BAL,AA,,available
Jamie Quinn-Irons,OF,TB,AA,,available
Luis Quinones,RP,TOR,AA,,available
Josueth Quinonez,OF,DET,AA,,available
Adrian Quintana,SP,SEA,AA,,available
Jorge Quintana,SS,SD,AA,,available
Marlon Quintana,SP,PIT,AA,,available
Pedro Quintana,SP,(N/A),AA,,available
Roiner Quintana,OF,HOU,AA,,available
Roismar Quintana,OF,(N/A),AA,,available
Yulian Quintana,SP,PIT,AA,,available
Cesar Quintas,"1B,OF",SEA,AA,,available
Alison Quintero,C,(N/A),AA,,available
Eduardo Quintero,OF,LAD,AA,,available
Geraldo Quintero,OF,ATL,AA,,available
Malcom Quintero,C,(N/A),AA,,available
Marlon Quintero,C,LAA,AA,,available
Welington Quintero,RP,(N/A),AA,,available
Alexi Quiroz,C,HOU,AA,,available
Christopher Quiroz,SP,SEA,AA,,available
Esteban Quiroz,2B,(N/A),AA,,available
Nelson Quiroz,C,LAD,AA,,available
Baron Radcliff,"1B,OF",(N/A),AA,,available
Shane Rademacher,SP,SF,AA,,available
Adriel Radney,OF,ARI,AA,,available
Stefan Raeth,SP,SEA,AA,,available
Blake Ragsdale,SS,(N/A),AA,,available
Josiah Ragsdale,OF,MIL,AA,,available
Bryce Rainer,SS,DET,AA,,available
Max Rajcic,SP,STL,AA,,available
Jack Ralston,RP,STL,AA,,available
Kole Ramage,SP,CHW,AA,,available
Blake Rambusch,3B,SEA,AA,,available
Felix Ramires,RP,COL,AA,,available
Abiezel Ramirez,SS,(N/A),AA,,available
Abrahan Ramirez,"2B,3B",MIA,AA,,available
Adolfo Ramirez,RP,(N/A),AA,,available
Aldo Ramirez,RP,(N/A),AA,,available
Alex Ramirez,OF,(N/A),AA,,available
Alexander Ramirez,OF,LAA,AA,,available
Amauri Ramirez,OF,HOU,AA,,available
Angel Ramirez,OF,KC,AA,,available
Cleiner Ramirez,OF,(N/A),AA,,available
Emmanuel Ramirez,SP,(N/A),AA,,available
Enmanuel Ramirez,OF,WSH,AA,,available
Erasmo Ramirez,RP,MIN,AA,,available
German Ramirez,SS,HOU,AA,,available
Harold Ramirez,UT,(N/A),AA,,available
Irwin Ramirez,SP,PIT,AA,,available
Jawilme Ramirez,RP,STL,AA,,available
Jean Ramirez,OF,KC,AA,,available
Jorge Ramirez,C,SF,AA,,available
Jose Ramirez,RP,DET,AA,,available
Jose Ramirez,OF,DET,AA,,available
Josias Ramirez,OF,CHC,AA,,available
Keiverson Ramirez,SP,STL,AA,,available
Kelvin Ramirez,RP,LAD,AA,,available
Lucas Ramirez,OF,LAA,AA,,available
Luis Ramirez,SP,TEX,AA,,available
Manni Ramirez,OF,TEX,AA,,available
Micael Ramirez,C,(N/A),AA,,available
Nick Ramirez,RP,(N/A),AA,,available
Pedro Ramirez,SS,CHC,AA,,available
Rafael Ramirez,2B,WSH,AA,,available
Rafael Ramirez,2B,(N/A),AA,,available
Ramon Ramirez,OF,LAA,AA,,available
Ramon Ramirez,C,KC,AA,,available
Raynier Ramirez,3B,LAD,AA,,available
Richard Ramirez,"C,1B",PIT,AA,,available
Ronald Ramirez,SS,DET,AA,,available
Ruben Ramirez,RP,SEA,AA,,available
Wanmer Ramirez,SP,DET,AA,,available
Wilmer Ramirez,SP,(N/A),AA,,available
Yeuri Ramirez,SP,MIL,AA,,available
Randy Ramnarace,SP,KC,AA,,available
Dariel Ramon,SS,TOR,AA,,available
Eriandys Ramon,SS,CHC,AA,,available
Albert Ramos,SP,DET,AA,,available
Alex Ramos,SP,BAL,AA,,available
Anderson Ramos,RP,MIN,AA,,available
Eury Ramos,RP,(N/A),AA,,available
Fernando Ramos,RP,(N/A),AA,,available
Hector Ramos,SS,BOS,AA,,available
Henry Ramos,OF,KC,AA,,available
Javier Ramos,SP,COL,AA,,available
Jose Ramos,OF,NYM,AA,,available
Jose Ramos,OF,ATH,AA,,available
Jose Ramos,SS,SF,AA,,available
Lenerd Ramos,RP,(N/A),AA,,available
Porfirio Ramos,RP,HOU,AA,,available
Raylin Ramos,OF,BAL,AA,,available
Renil Ramos,SP,CLE,AA,,available
Reynell Ramos,SP,KC,AA,,available
Santiago Ramos,C,ARI,AA,,available
Wilkin Ramos,RP,SF,AA,,available
Yaisel Ramos,OF,STL,AA,,available
Lane Ramsey,RP,(N/A),AA,,available
Ryan Ramsey,SP,KC,AA,,available
Josh Randall,SP,WSH,AA,,available
Jonathan Rangel,1B,MIL,AA,,available
Raul Rangel,RP,BAL,AA,,available
Trey Rangel,SP,(N/A),AA,,available
Alex Rao,SP,PHI,AA,,available
Nick Raposo,C,SEA,AA,,available
Shawn Rapp,SP,(N/A),AA,,available
Tyler Ras,RP,(N/A),AA,,available
Bodi Rascon,RP,SD,AA,,available
Carter Rasmussen,RP,BOS,AA,,available
Connor Rasmussen,2B,KC,AA,,available
Eric Rataczak,1B,MIA,AA,,available
Luis Ravelo,SS,(N/A),AA,,available
Rangel Ravelo,1B,(N/A),AA,,available
Dylan Ray,SP,ARI,AA,,available
Johnny Ray,SP,(N/A),AA,,available
Cole Raymond,SP,LAA,AA,,available
Elian Rayo,3B,(N/A),AA,,available
Oscar Rayo,RP,KC,AA,,available
Tanner Reaves,2B,(N/A),AA,,available
Ryan Reckley,"2B,OF",SF,AA,,available
Joe Record,RP,(N/A),AA,,available
Joe Redfield,OF,LAA,AA,,available
Chandler Redmond,1B,(N/A),AA,,available
Zachary Redner,SP,LAA,AA,,available
Iker Redona,SP,CIN,AA,,available
Carlson Reed,SP,PIT,AA,,available
Michael Reed,OF,(N/A),AA,,available
Ryan Reed,SP,SD,AA,,available
Tyree Reed,OF,(N/A),AA,,available
Canon Reeder,OF,PIT,AA,,available
Jackson Rees,"SP,RP",(N/A),AA,,available
Ace Reese,OF,(N/A),AA,,available
Jakson Reetz,C,BAL,AA,,available
Nicholas Regalado,RP,KC,AA,,available
Tyler Reichenborn,OF,(N/A),AA,,available
Dominick Reid,SP,CHC,AA,,available
Rocco Reid,RP,ARI,AA,,available
Simon Reid,C,(N/A),AA,,available
Sean Reid-Foley,RP,(N/A),AA,,available
Evan Reifert,RP,TB,AA,,available
Patrick Reilly,SP,BAL,AA,,available
Vince Reilly,SP,CHC,AA,,available
Jake Reindl,"SP,RP",CHC,AA,,available
Jack Reinheimer,SS,(N/A),AA,,available
Livan Reinoso,SP,LAD,AA,,available
Tom Reisinger,SP,ATH,AA,,available
Jason Reitz,SP,MIN,AA,,available
Chris Rembert,2B,(N/A),AA,,available
Zach Remillard,3B,(N/A),AA,,available
Jacob Remily,SP,CLE,AA,,available
Chase Renner,RP,MIA,AA,,available
Francisco Renteria,OF,(N/A),AA,,available
Marcel Renteria,"SP,RP",(N/A),AA,,available
Tyler Renz,SP,MIL,AA,,available
Carlos Renzullo,2B,COL,AA,,available
Alexander Requena,C,MIA,AA,,available
Angel Requena,3B,WSH,AA,,available
Drew Rerick,SP,(N/A),AA,,available
Bladimir Restituyo,OF,MIL,AA,,available
Adam Retzbach,"C,1B",BAL,AA,,available
Peson Revierre,OF,CIN,AA,,available
Dusty Revis,SP,SEA,AA,,available
Carlos Rey,SP,ARI,AA,,available
Adinso Reyes,SS,(N/A),AA,,available
Alan Reyes,RP,STL,AA,,available
Alex Reyes,RP,(N/A),AA,,available
Angel Reyes,SP,(N/A),AA,,available
Carlo Reyes,SP,(N/A),AA,,available
Christofer Reyes,SS,NYY,AA,,available
Dalvinson Reyes,SP,BOS,AA,,available
Denyi Reyes,SP,(N/A),AA,,available
Elvis Reyes,RP,SD,AA,,available
Emmanuel Reyes,SP,KC,AA,,available
Endry Reyes,SS,TOR,AA,,available
Felix Reyes,OF,PHI,AA,,available
Franyerson Reyes,SP,DET,AA,,available
Gabriel Reyes,SP,DET,AA,,available
Gerardo Reyes,RP,(N/A),AA,,available
Howard Reyes,C,DET,AA,,available
Jan Luis Reyes,OF,CHC,AA,,available
Jean Reyes,RP,(N/A),AA,,available
Jeremy Reyes,SP,ATL,AA,,available
Jhomnardo Reyes,OF,MIN,AA,,available
Jhon Reyes,RP,KC,AA,,available
Jimmy Reyes,RP,(N/A),AA,,available
Jose Luis Reyes,SP,SD,AA,,available
Josmir Reyes,C,NYM,AA,,available
Luis Reyes,RP,(N/A),AA,,available
Luis Reyes,1B,(N/A),AA,,available
Luis Reyes,SP,CHW,AA,,available
Maicol Reyes,SP,TEX,AA,,available
Pablo Reyes,"OF,UT",SD,AA,,available
Raudy Reyes,SP,ATL,AA,,available
Ricardo Reyes,SP,ATH,AA,,available
Ripken Reyes,"2B,SS",SD,AA,,available
Samuel Reyes,OF,(N/A),AA,,available
Victor Reyes,OF,(N/A),AA,,available
Yeiker Reyes,OF,COL,AA,,available
Yokelvin Reyes,"SP,RP",LAA,AA,,available
Emanuel Reyna,OF,(N/A),AA,,available
Elias Reyno,OF,ATL,AA,,available
Cole Reynolds,1B,CHC,AA,,available
Dario Reynoso,SS,SF,AA,,available
Franniel Reynoso,SP,WSH,AA,,available
Juan Reynoso,SP,MIA,AA,,available
Eric Reyzelman,RP,NYY,AA,,available
John Rhodes,1B,LAD,AA,,available
Sulivan Ribeiro,SP,(N/A),AA,,available
Ibrain Ricardo,2B,(N/A),AA,,available
Yandel Ricardo,SS,KC,AA,,available
Jake Rice,RP,ARI,AA,,available
Owen Rice,SP,STL,AA,,available
Jordan Rich,OF,TOR,AA,,available
Kendy Richard,SP,ATL,AA,,available
Kevin Richards,1B,(N/A),AA,,available
Trevor Richards,RP,ARI,AA,,available
Alonzo Richardson,SS,CLE,AA,,available
Grant Richardson,OF,MIA,AA,,available
Grant Richardson,SP,ATH,AA,,available
Riangelo Richardson,3B,CIN,AA,,available
Tre Richardson,2B,STL,AA,,available
Nick Richmond,RP,BAL,AA,,available
Caleb Ricketts,C,PHI,AA,,available
Barrett Riebock,OF,(N/A),AA,,available
Cal Riehl,RP,SD,AA,,available
Justin Riemer,SS,ATH,AA,,available
Dennys Riera,SS,SF,AA,,available
Jose Riera,2B,CLE,AA,,available
Pedro Riera,SS,MIL,AA,,available
Rustan Rigdon,SS,(N/A),AA,,available
Roc Riggio,2B,COL,AA,,available
Brayan Rijo,OF,(N/A),AA,,available
Juan Rijo,OF,(N/A),AA,,available
Leonard Rijo,SS,MIL,AA,,available
Trey Riley,RP,(N/A),AA,,available
Will Riley,SP,SEA,AA,,available
